source_file,source_url,button_label,href,class
risk-compliance.html,/risk-compliance,Does modernizing our technology create new compliance risk during the transition?,(button/no href),faq__trigger
risk-compliance.html,/risk-compliance,How quickly can Celsior establish audit-ready controls in a legacy environment?,(button/no href),faq__trigger
risk-compliance.html,/risk-compliance,"What does it mean in practice to ""engineer compliance into the architecture""?",(button/no href),faq__trigger
security-governance.html,/security-governance,Request a Governance Assessment,#contact,cta-btn cta-band-btn
security-governance.html,/security-governance,Explore Our Frameworks,#assessment,cta-btn cta-band-btn-white
security-governance.html,/security-governance,Build Governance That Scales  →,(button/no href),btn-ghost
security-governance.html,/security-governance,,(button/no href),ch-arr
security-governance.html,/security-governance,,(button/no href),ch-arr
security-governance.html,/security-governance,How do you build governance into AI systems without slowing down deployment?,(button/no href),faq__trigger
security-governance.html,/security-governance,What makes your explainable AI different from standard machine learning implementations?,(button/no href),faq__trigger
security-governance.html,/security-governance,Can you add governance to AI systems already running in production?,(button/no href),faq__trigger
security-governance.html,/security-governance,How quickly can we deploy AI with full regulatory compliance?,(button/no href),faq__trigger
security-governance.html,/security-governance,What happens when AI models drift or regulations change?,(button/no href),faq__trigger
security-governance.html,/security-governance,Do you provide ongoing governance management for AI and data systems?,(button/no href),faq__trigger
security-governance.html,/security-governance,View case study,(button/no href),c-cta
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Start the conversation,#contact,cta-btn cta-band-btn
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Explore Our Upskilling Programs,(button/no href),btn-ghost
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Schedule a Discovery Call,(button/no href),btn-white
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Productivity Loss,(button/no href),gacc-btn
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Role Readiness,(button/no href),gacc-btn
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Adoption Risk,(button/no href),gacc-btn
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Governance Gaps,(button/no href),gacc-btn
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,How quickly can you deploy a program across a large enterprise?,(button/no href),faq__trigger
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,Do you train on our internal tools and proprietary systems?,(button/no href),faq__trigger
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,How do you handle employees who resist adopting new ways of working?,(button/no href),faq__trigger
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,What governance does the program include?,(button/no href),faq__trigger
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,How do you price a program of this scale?,(button/no href),faq__trigger
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Start the conversation,#contact,cta-btn cta-band-btn
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Explore our delivery models,(button/no href),btn-ghost
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Talk to our nearshore team,(button/no href),btn-white
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Talent Access,(button/no href),gacc-btn
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Cost Efficiency,(button/no href),gacc-btn
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Time Zone Alignment,(button/no href),gacc-btn
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,Delivery Governance,(button/no href),gacc-btn
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,What is the difference between a GCC and a standard nearshore team?,(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
solutions/index.html,/solutions,Start the conversation,#contact,cta-btn cta-band-btn
solutions/index.html,/solutions,Explore our managed programs,(button/no href),btn-ghost
solutions/index.html,/solutions,Book a Discovery Call,(button/no href),btn-white
solutions/index.html,/solutions,"Platform
              Stability",(button/no href),gacc-btn
solutions/index.html,/solutions,"Security
              & Compliance",(button/no href),gacc-btn
solutions/index.html,/solutions,Cost Optimization,(button/no href),gacc-btn
solutions/index.html,/solutions,"Upgrade
              Governance",(button/no href),gacc-btn
solutions/index.html,/solutions,"What's the difference between a Managed Program and a traditional support
              contract?",(button/no href),faq__trigger
solutions/index.html,/solutions,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
solutions/index.html,/solutions,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
solutions/index.html,/solutions,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
solutions/index.html,/solutions,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
solutions/index.html,/solutions,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,Start the conversation,#contact,cta-btn cta-band-btn
solutions/managed-programs/index.html,/solutions/managed-programs,Explore our managed programs,(button/no href),btn-ghost
solutions/managed-programs/index.html,/solutions/managed-programs,Book a Discovery Call,(button/no href),btn-white
solutions/managed-programs/index.html,/solutions/managed-programs,"Platform
              Stability",(button/no href),gacc-btn
solutions/managed-programs/index.html,/solutions/managed-programs,"Security
              & Compliance",(button/no href),gacc-btn
solutions/managed-programs/index.html,/solutions/managed-programs,Cost Optimization,(button/no href),gacc-btn
solutions/managed-programs/index.html,/solutions/managed-programs,"Upgrade
              Governance",(button/no href),gacc-btn
solutions/managed-programs/index.html,/solutions/managed-programs,"What's the difference between a Managed Program and a traditional support
              contract?",(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
solutions/managed-programs/index.html,/solutions/managed-programs,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,Start the conversation,#contact,cta-btn cta-band-btn
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,Explore our managed programs,(button/no href),btn-ghost
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,Book a Discovery Call,(button/no href),btn-white
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"Platform
              Stability",(button/no href),gacc-btn
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"Security
              & Compliance",(button/no href),gacc-btn
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,Cost Optimization,(button/no href),gacc-btn
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"Upgrade
              Governance",(button/no href),gacc-btn
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"What's the difference between a Managed Program and a traditional support
              contract?",(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,Start a conversation about your architecture →,#contact,cta-btn cta-band-btn
solutions/technology-consulting/index.html,/solutions/technology-consulting,See our approach,(button/no href),btn-ghost
solutions/technology-consulting/index.html,/solutions/technology-consulting,Explore our work,(button/no href),btn-white
solutions/technology-consulting/index.html,/solutions/technology-consulting,Architecture Debt,(button/no href),gacc-btn
solutions/technology-consulting/index.html,/solutions/technology-consulting,Integration Complexity,(button/no href),gacc-btn
solutions/technology-consulting/index.html,/solutions/technology-consulting,Regulatory Exposure,(button/no href),gacc-btn
solutions/technology-consulting/index.html,/solutions/technology-consulting,Talent Retention,(button/no href),gacc-btn
solutions/technology-consulting/index.html,/solutions/technology-consulting,How do you balance modernization work with ongoing business operations?,(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
solutions/technology-consulting/index.html,/solutions/technology-consulting,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
success-stories/index.html,/success-stories,Talk to us,index.html#contact,btn-p
success-stories/index.html,/success-stories,Back to Home,index.html,btn-g
success-stories/index.html,/success-stories,Get in touch,index.html#contact,btn-p
teams-as-a-service.html,/teams-as-a-service,Start the conversation,#contact,cta-btn cta-band-btn
teams-as-a-service.html,/teams-as-a-service,Explore our managed programs,(button/no href),btn-ghost
teams-as-a-service.html,/teams-as-a-service,Book a Discovery Call,(button/no href),btn-white
teams-as-a-service.html,/teams-as-a-service,"Platform
              Stability",(button/no href),gacc-btn
teams-as-a-service.html,/teams-as-a-service,"Security
              & Compliance",(button/no href),gacc-btn
teams-as-a-service.html,/teams-as-a-service,Cost Optimization,(button/no href),gacc-btn
teams-as-a-service.html,/teams-as-a-service,"Upgrade
              Governance",(button/no href),gacc-btn
teams-as-a-service.html,/teams-as-a-service,"What's the difference between a Managed Program and a traditional support
              contract?",(button/no href),faq__trigger
teams-as-a-service.html,/teams-as-a-service,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
teams-as-a-service.html,/teams-as-a-service,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
teams-as-a-service.html,/teams-as-a-service,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
teams-as-a-service.html,/teams-as-a-service,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
teams-as-a-service.html,/teams-as-a-service,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,Start a conversation about your architecture →,#contact,cta-btn cta-band-btn
technology-consulting.html,/technology-consulting,See our approach,(button/no href),btn-ghost
technology-consulting.html,/technology-consulting,Explore our work,(button/no href),btn-white
technology-consulting.html,/technology-consulting,Architecture Debt,(button/no href),gacc-btn
technology-consulting.html,/technology-consulting,Integration Complexity,(button/no href),gacc-btn
technology-consulting.html,/technology-consulting,Regulatory Exposure,(button/no href),gacc-btn
technology-consulting.html,/technology-consulting,Talent Retention,(button/no href),gacc-btn
technology-consulting.html,/technology-consulting,How do you balance modernization work with ongoing business operations?,(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,"How do you structure operational accountability — and what does an SLA actually
              cover?",(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,"Do you manage the platform alongside our internal team, or do you replace that function
              entirely?",(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,"How do you handle platform upgrades without disrupting our production
              environment?",(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,What happens if our platform requirements change mid-program?,(button/no href),faq__trigger
technology-consulting.html,/technology-consulting,"How does a Managed Program begin — and how long before we see operational
              stability?",(button/no href),faq__trigger
what-we-solve.html,/what-we-solve,Start AI Readiness Assessment,#sec-assess,btn btn-dk
what-we-solve.html,/what-we-solve,See Why AI Stalls,#sec-challenge,btn btn-ow
what-we-solve.html,/what-we-solve,Explore,#,br-arrow
what-we-solve.html,/what-we-solve,Explore,#,br-arrow
what-we-solve.html,/what-we-solve,Explore,#,br-arrow
what-we-solve.html,/what-we-solve,Request AI Readiness Assessment,(button/no href),btn btn-dk
what-we-solve.html,/what-we-solve,Download the AI Readiness Framework,(button/no href),btn btn-ow
